t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp
0.543;0.001;0.158;0.00101;0.15642;0.543;0.001;0.157;0.00101;0.15543;0.543;0.001;0.156;0.00101;0.15444;0.543;0.001;0.155;0.001;0.155;0.543;0.001;0.154;0.00101;0.15246;0.543;0.158;0.001;0.15642;0.00101;0.543;0.157;0.001;0.15857;0.001;0.543;0.156;0.001;0.156;0.00101;0.543;0.155;0.001;0.15345;0.001;0.543;0.154;0.001;0.15246;0.00101
0.544;0.001;0.158;0.001;0.15642;0.544;0.001;0.157;0.00099;0.15857;0.544;0.001;0.156;0.00099;0.15756;0.544;0.001;0.155;0.001;0.15655;0.544;0.001;0.154;0.001;0.15246;0.544;0.158;0.001;0.15958;0.00101;0.544;0.157;0.001;0.15543;0.00101;0.544;0.156;0.001;0.156;0.001;0.544;0.155;0.001;0.15655;0.00101;0.544;0.154;0.001;0.15246;0.00101
0.545;0.001;0.158;0.001;0.158;0.545;0.001;0.157;0.00099;0.157;0.545;0.001;0.156;0.00101;0.156;0.545;0.001;0.155;0.00101;0.15655;0.545;0.001;0.154;0.001;0.15246;0.545;0.158;0.001;0.158;0.00099;0.545;0.157;0.001;0.157;0.00101;0.545;0.156;0.001;0.15444;0.001;0.545;0.155;0.001;0.15655;0.00101;0.545;0.154;0.001;0.15554;0.00099
0.546;0.001;0.158;0.00101;0.15642;0.546;0.001;0.157;0.00101;0.15543;0.546;0.001;0.156;0.00099;0.15756;0.546;0.001;0.155;0.001;0.15345;0.546;0.001;0.154;0.001;0.154;0.546;0.158;0.001;0.15642;0.00101;0.546;0.157;0.001;0.15857;0.00099;0.546;0.156;0.001;0.15444;0.001;0.546;0.155;0.001;0.155;0.00101;0.546;0.154;0.001;0.15554;0.00101
0.547;0.001;0.158;0.001;0.15958;0.547;0.001;0.157;0.00099;0.15543;0.547;0.001;0.156;0.00101;0.15756;0.547;0.001;0.155;0.00101;0.155;0.547;0.001;0.154;0.001;0.15554;0.547;0.158;0.001;0.158;0.00099;0.547;0.157;0.001;0.15543;0.001;0.547;0.156;0.001;0.15756;0.00101;0.547;0.155;0.001;0.155;0.00099;0.547;0.154;0.001;0.15246;0.00101
0.548;0.001;0.158;0.00099;0.15642;0.548;0.001;0.157;0.001;0.15857;0.548;0.001;0.156;0.00101;0.156;0.548;0.001;0.155;0.001;0.15655;0.548;0.001;0.154;0.00101;0.15246;0.548;0.158;0.001;0.15958;0.00099;0.548;0.157;0.001;0.157;0.00101;0.548;0.156;0.001;0.156;0.001;0.548;0.155;0.001;0.15655;0.001;0.548;0.154;0.001;0.15554;0.00101
0.549;0.001;0.158;0.001;0.15642;0.549;0.001;0.157;0.00101;0.15543;0.549;0.001;0.156;0.00099;0.15444;0.549;0.001;0.155;0.00101;0.15345;0.549;0.001;0.154;0.00101;0.154;0.549;0.158;0.001;0.158;0.00099;0.549;0.157;0.001;0.15543;0.00099;0.549;0.156;0.001;0.15756;0.00099;0.549;0.155;0.001;0.15655;0.00101;0.549;0.154;0.001;0.154;0.00101
0.55;0.001;0.158;0.00101;0.158;0.55;0.001;0.157;0.001;0.15543;0.55;0.001;0.156;0.00099;0.156;0.55;0.001;0.155;0.001;0.15345;0.55;0.001;0.154;0.001;0.154;0.55;0.158;0.001;0.158;0.00101;0.55;0.157;0.001;0.15543;0.00099;0.55;0.156;0.001;0.15444;0.00099;0.55;0.155;0.001;0.155;0.00099;0.55;0.154;0.001;0.154;0.00101
0.551;0.001;0.158;0.00099;0.158;0.551;0.001;0.157;0.00101;0.157;0.551;0.001;0.156;0.001;0.15444;0.551;0.001;0.155;0.00101;0.15345;0.551;0.001;0.154;0.00099;0.15246;0.551;0.158;0.001;0.15642;0.001;0.551;0.157;0.001;0.15543;0.001;0.551;0.156;0.001;0.156;0.00099;0.551;0.155;0.001;0.15345;0.001;0.551;0.154;0.001;0.15554;0.00101
0.552;0.001;0.158;0.001;0.15642;0.552;0.001;0.157;0.001;0.157;0.552;0.001;0.156;0.001;0.15444;0.552;0.001;0.155;0.00101;0.15655;0.552;0.001;0.154;0.00099;0.15554;0.552;0.158;0.001;0.15642;0.001;0.552;0.157;0.001;0.157;0.00099;0.552;0.156;0.001;0.15444;0.00101;0.552;0.155;0.001;0.15655;0.00101;0.552;0.154;0.001;0.15554;0.001
0.553;0.001;0.158;0.001;0.15642;0.553;0.001;0.157;0.00099;0.15543;0.553;0.001;0.156;0.001;0.15444;0.553;0.001;0.155;0.00101;0.15345;0.553;0.001;0.154;0.001;0.15246;0.553;0.158;0.001;0.158;0.00101;0.553;0.157;0.001;0.15857;0.00101;0.553;0.156;0.001;0.156;0.00101;0.553;0.155;0.001;0.15655;0.001;0.553;0.154;0.001;0.15246;0.001
0.554;0.001;0.158;0.001;0.158;0.554;0.001;0.157;0.00101;0.15543;0.554;0.001;0.156;0.001;0.15444;0.554;0.001;0.155;0.001;0.15345;0.554;0.001;0.154;0.001;0.15246;0.554;0.158;0.001;0.158;0.00099;0.554;0.157;0.001;0.15857;0.00101;0.554;0.156;0.001;0.15756;0.001;0.554;0.155;0.001;0.15345;0.001;0.554;0.154;0.001;0.154;0.00099
0.555;0.001;0.158;0.00101;0.15958;0.555;0.001;0.157;0.00099;0.15543;0.555;0.001;0.156;0.001;0.15756;0.555;0.001;0.155;0.00099;0.155;0.555;0.001;0.154;0.001;0.154;0.555;0.158;0.001;0.158;0.00099;0.555;0.157;0.001;0.157;0.001;0.555;0.156;0.001;0.156;0.00101;0.555;0.155;0.001;0.15655;0.00101;0.555;0.154;0.001;0.15246;0.001
0.556;0.001;0.158;0.00099;0.158;0.556;0.001;0.157;0.00101;0.15857;0.556;0.001;0.156;0.00099;0.15756;0.556;0.001;0.155;0.00099;0.155;0.556;0.001;0.154;0.00099;0.15246;0.556;0.158;0.001;0.15958;0.001;0.556;0.157;0.001;0.15543;0.001;0.556;0.156;0.001;0.15756;0.001;0.556;0.155;0.001;0.15345;0.001;0.556;0.154;0.001;0.15554;0.00101
0.557;0.001;0.158;0.001;0.15958;0.557;0.001;0.157;0.00099;0.157;0.557;0.001;0.156;0.00099;0.156;0.557;0.001;0.155;0.001;0.15345;0.557;0.001;0.154;0.001;0.15554;0.557;0.158;0.001;0.15958;0.00099;0.557;0.157;0.001;0.15857;0.00099;0.557;0.156;0.001;0.156;0.00101;0.557;0.155;0.001;0.15655;0.00101;0.557;0.154;0.001;0.15554;0.001
0.558;0.001;0.158;0.00101;0.15958;0.558;0.001;0.157;0.00101;0.15857;0.558;0.001;0.156;0.001;0.15444;0.558;0.001;0.155;0.001;0.155;0.558;0.001;0.154;0.00101;0.15246;0.558;0.158;0.001;0.15642;0.00101;0.558;0.157;0.001;0.15857;0.00101;0.558;0.156;0.001;0.15756;0.00101;0.558;0.155;0.001;0.15345;0.001;0.558;0.154;0.001;0.15246;0.001
0.559;0.001;0.158;0.00101;0.15958;0.559;0.001;0.157;0.00101;0.15857;0.559;0.001;0.156;0.00101;0.15444;0.559;0.001;0.155;0.00101;0.15655;0.559;0.001;0.154;0.001;0.15554;0.559;0.158;0.001;0.15958;0.00101;0.559;0.157;0.001;0.157;0.00099;0.559;0.156;0.001;0.15444;0.00099;0.559;0.155;0.001;0.15345;0.00101;0.559;0.154;0.001;0.154;0.001
0.56;0.001;0.158;0.00099;0.15958;0.56;0.001;0.157;0.001;0.15857;0.56;0.001;0.156;0.00099;0.15444;0.56;0.001;0.155;0.00101;0.15345;0.56;0.001;0.154;0.00101;0.15554;0.56;0.158;0.001;0.15642;0.00101;0.56;0.157;0.001;0.15857;0.00099;0.56;0.156;0.001;0.156;0.00099;0.56;0.155;0.001;0.15655;0.00101;0.56;0.154;0.001;0.15246;0.001
0.561;0.001;0.158;0.00099;0.15642;0.561;0.001;0.157;0.001;0.157;0.561;0.001;0.156;0.001;0.15756;0.561;0.001;0.155;0.00099;0.15655;0.561;0.001;0.154;0.00099;0.15554;0.561;0.158;0.001;0.15642;0.00099;0.561;0.157;0.001;0.15543;0.00099;0.561;0.156;0.001;0.15756;0.001;0.561;0.155;0.001;0.155;0.00101;0.561;0.154;0.001;0.15246;0.001
0.562;0.001;0.158;0.00099;0.15958;0.562;0.001;0.157;0.00099;0.15543;0.562;0.001;0.156;0.001;0.156;0.562;0.001;0.155;0.00099;0.15655;0.562;0.001;0.154;0.00099;0.15246;0.562;0.158;0.001;0.15642;0.00099;0.562;0.157;0.001;0.15543;0.001;0.562;0.156;0.001;0.156;0.00101;0.562;0.155;0.001;0.155;0.001;0.562;0.154;0.001;0.15554;0.00101
0.563;0.001;0.158;0.00099;0.15958;0.563;0.001;0.157;0.001;0.157;0.563;0.001;0.156;0.00099;0.15444;0.563;0.001;0.155;0.001;0.15655;0.563;0.001;0.154;0.00101;0.15246;0.563;0.158;0.001;0.15642;0.001;0.563;0.157;0.001;0.15857;0.00101;0.563;0.156;0.001;0.15756;0.00101;0.563;0.155;0.001;0.15345;0.00099;0.563;0.154;0.001;0.154;0.00101
0.564;0.001;0.158;0.00099;0.15642;0.564;0.001;0.157;0.001;0.15857;0.564;0.001;0.156;0.00099;0.15444;0.564;0.001;0.155;0.00099;0.15655;0.564;0.001;0.154;0.001;0.15246;0.564;0.158;0.001;0.15642;0.00099;0.564;0.157;0.001;0.15543;0.00101;0.564;0.156;0.001;0.15756;0.001;0.564;0.155;0.001;0.15345;0.00099;0.564;0.154;0.001;0.15554;0.00099
0.565;0.001;0.158;0.00101;0.15642;0.565;0.001;0.157;0.00101;0.15857;0.565;0.001;0.156;0.00101;0.15444;0.565;0.001;0.155;0.00099;0.15345;0.565;0.001;0.154;0.001;0.15554;0.565;0.158;0.001;0.15642;0.00101;0.565;0.157;0.001;0.15857;0.001;0.565;0.156;0.001;0.156;0.00101;0.565;0.155;0.001;0.155;0.00101;0.565;0.154;0.001;0.15554;0.00099
0.566;0.001;0.158;0.001;0.15958;0.566;0.001;0.157;0.00101;0.15857;0.566;0.001;0.156;0.001;0.156;0.566;0.001;0.155;0.00101;0.155;0.566;0.001;0.154;0.00099;0.15554;0.566;0.158;0.001;0.15642;0.00101;0.566;0.157;0.001;0.15543;0.001;0.566;0.156;0.001;0.156;0.00101;0.566;0.155;0.001;0.155;0.00101;0.566;0.154;0.001;0.15554;0.00101
0.567;0.001;0.158;0.001;0.158;0.567;0.001;0.157;0.001;0.15543;0.567;0.001;0.156;0.00099;0.156;0.567;0.001;0.155;0.00099;0.15345;0.567;0.001;0.154;0.00099;0.154;0.567;0.158;0.001;0.15958;0.00099;0.567;0.157;0.001;0.15543;0.00099;0.567;0.156;0.001;0.15756;0.00099;0.567;0.155;0.001;0.15345;0.001;0.567;0.154;0.001;0.15246;0.001
0.568;0.001;0.158;0.00101;0.15958;0.568;0.001;0.157;0.00099;0.15857;0.568;0.001;0.156;0.00099;0.15756;0.568;0.001;0.155;0.001;0.15655;0.568;0.001;0.154;0.00099;0.15246;0.568;0.158;0.001;0.15642;0.001;0.568;0.157;0.001;0.15857;0.00099;0.568;0.156;0.001;0.156;0.001;0.568;0.155;0.001;0.155;0.001;0.568;0.154;0.001;0.154;0.00101
0.569;0.001;0.158;0.00101;0.15958;0.569;0.001;0.157;0.00101;0.157;0.569;0.001;0.156;0.001;0.156;0.569;0.001;0.155;0.001;0.155;0.569;0.001;0.154;0.001;0.15246;0.569;0.158;0.001;0.15642;0.00099;0.569;0.157;0.001;0.15857;0.00099;0.569;0.156;0.001;0.15756;0.00099;0.569;0.155;0.001;0.155;0.00099;0.569;0.154;0.001;0.154;0.00099
0.57;0.001;0.158;0.001;0.15642;0.57;0.001;0.157;0.001;0.15543;0.57;0.001;0.156;0.001;0.156;0.57;0.001;0.155;0.00101;0.15345;0.57;0.001;0.154;0.00101;0.15246;0.57;0.158;0.001;0.15642;0.001;0.57;0.157;0.001;0.15857;0.00101;0.57;0.156;0.001;0.156;0.00099;0.57;0.155;0.001;0.155;0.00099;0.57;0.154;0.001;0.15554;0.00099
0.571;0.001;0.158;0.001;0.15958;0.571;0.001;0.157;0.00099;0.15857;0.571;0.001;0.156;0.001;0.156;0.571;0.001;0.155;0.00101;0.15655;0.571;0.001;0.154;0.00101;0.15246;0.571;0.158;0.001;0.15642;0.00099;0.571;0.157;0.001;0.157;0.00099;0.571;0.156;0.001;0.156;0.00099;0.571;0.155;0.001;0.15655;0.00101;0.571;0.154;0.001;0.154;0.00099
0.572;0.001;0.158;0.00101;0.158;0.572;0.001;0.157;0.00099;0.15543;0.572;0.001;0.156;0.001;0.15756;0.572;0.001;0.155;0.00101;0.15345;0.572;0.001;0.154;0.00099;0.15246;0.572;0.158;0.001;0.158;0.001;0.572;0.157;0.001;0.157;0.001;0.572;0.156;0.001;0.15444;0.00099;0.572;0.155;0.001;0.15655;0.00099;0.572;0.154;0.001;0.154;0.001
0.573;0.001;0.158;0.001;0.15958;0.573;0.001;0.157;0.00101;0.15857;0.573;0.001;0.156;0.00099;0.15756;0.573;0.001;0.155;0.00099;0.155;0.573;0.001;0.154;0.001;0.15246;0.573;0.158;0.001;0.15642;0.001;0.573;0.157;0.001;0.15857;0.00101;0.573;0.156;0.001;0.15444;0.001;0.573;0.155;0.001;0.15655;0.00101;0.573;0.154;0.001;0.15554;0.00099
0.574;0.001;0.158;0.00101;0.15642;0.574;0.001;0.157;0.001;0.157;0.574;0.001;0.156;0.001;0.156;0.574;0.001;0.155;0.00099;0.15345;0.574;0.001;0.154;0.00101;0.154;0.574;0.158;0.001;0.15958;0.00099;0.574;0.157;0.001;0.15543;0.00099;0.574;0.156;0.001;0.156;0.00099;0.574;0.155;0.001;0.155;0.00101;0.574;0.154;0.001;0.15246;0.001
0.575;0.001;0.158;0.00099;0.15958;0.575;0.001;0.157;0.001;0.157;0.575;0.001;0.156;0.00101;0.156;0.575;0.001;0.155;0.00101;0.15345;0.575;0.001;0.154;0.00099;0.15246;0.575;0.158;0.001;0.15642;0.001;0.575;0.157;0.001;0.15543;0.00099;0.575;0.156;0.001;0.156;0.001;0.575;0.155;0.001;0.15345;0.00099;0.575;0.154;0.001;0.15246;0.00101
0.576;0.001;0.158;0.00099;0.158;0.576;0.001;0.157;0.00099;0.15543;0.576;0.001;0.156;0.00099;0.15444;0.576;0.001;0.155;0.001;0.15345;0.576;0.001;0.154;0.00101;0.15246;0.576;0.158;0.001;0.15958;0.001;0.576;0.157;0.001;0.15857;0.00099;0.576;0.156;0.001;0.156;0.001;0.576;0.155;0.001;0.15655;0.001;0.576;0.154;0.001;0.15554;0.00101
0.577;0.001;0.158;0.00099;0.158;0.577;0.001;0.157;0.001;0.15543;0.577;0.001;0.156;0.00099;0.156;0.577;0.001;0.155;0.001;0.155;0.577;0.001;0.154;0.00099;0.154;0.577;0.158;0.001;0.15642;0.00099;0.577;0.157;0.001;0.15857;0.00101;0.577;0.156;0.001;0.15756;0.001;0.577;0.155;0.001;0.15345;0.00099;0.577;0.154;0.001;0.15554;0.001
0.578;0.001;0.158;0.00101;0.15958;0.578;0.001;0.157;0.001;0.157;0.578;0.001;0.156;0.00101;0.15444;0.578;0.001;0.155;0.00101;0.155;0.578;0.001;0.154;0.001;0.154;0.578;0.158;0.001;0.158;0.00101;0.578;0.157;0.001;0.157;0.00099;0.578;0.156;0.001;0.15756;0.001;0.578;0.155;0.001;0.15655;0.00101;0.578;0.154;0.001;0.154;0.001
0.579;0.001;0.158;0.001;0.158;0.579;0.001;0.157;0.001;0.157;0.579;0.001;0.156;0.001;0.156;0.579;0.001;0.155;0.00101;0.155;0.579;0.001;0.154;0.00101;0.154;0.579;0.158;0.001;0.15958;0.001;0.579;0.157;0.001;0.15543;0.00101;0.579;0.156;0.001;0.15444;0.00101;0.579;0.155;0.001;0.15345;0.001;0.579;0.154;0.001;0.15246;0.001
0.58;0.001;0.158;0.00099;0.158;0.58;0.001;0.157;0.00101;0.15543;0.58;0.001;0.156;0.001;0.156;0.58;0.001;0.155;0.001;0.15655;0.58;0.001;0.154;0.00101;0.154;0.58;0.158;0.001;0.15958;0.001;0.58;0.157;0.001;0.15543;0.00099;0.58;0.156;0.001;0.15756;0.001;0.58;0.155;0.001;0.15345;0.00101;0.58;0.154;0.001;0.154;0.00099
0.581;0.001;0.158;0.00099;0.158;0.581;0.001;0.157;0.001;0.15543;0.581;0.001;0.156;0.00101;0.156;0.581;0.001;0.155;0.001;0.15655;0.581;0.001;0.154;0.00101;0.15246;0.581;0.158;0.001;0.158;0.001;0.581;0.157;0.001;0.157;0.00101;0.581;0.156;0.001;0.156;0.00099;0.581;0.155;0.001;0.15345;0.00099;0.581;0.154;0.001;0.15554;0.00101
0.582;0.001;0.158;0.00101;0.15642;0.582;0.001;0.157;0.00101;0.15857;0.582;0.001;0.156;0.00101;0.15444;0.582;0.001;0.155;0.00099;0.155;0.582;0.001;0.154;0.00101;0.154;0.582;0.158;0.001;0.15642;0.00101;0.582;0.157;0.001;0.15857;0.00099;0.582;0.156;0.001;0.15756;0.001;0.582;0.155;0.001;0.15345;0.00101;0.582;0.154;0.001;0.15554;0.00099
0.583;0.001;0.158;0.001;0.15642;0.583;0.001;0.157;0.00099;0.157;0.583;0.001;0.156;0.00101;0.15756;0.583;0.001;0.155;0.00099;0.15655;0.583;0.001;0.154;0.00099;0.15554;0.583;0.158;0.001;0.15958;0.00099;0.583;0.157;0.001;0.15543;0.00101;0.583;0.156;0.001;0.15444;0.00101;0.583;0.155;0.001;0.15345;0.00101;0.583;0.154;0.001;0.15246;0.00099
0.584;0.001;0.158;0.001;0.15958;0.584;0.001;0.157;0.00101;0.15857;0.584;0.001;0.156;0.00101;0.15444;0.584;0.001;0.155;0.00099;0.155;0.584;0.001;0.154;0.00099;0.15246;0.584;0.158;0.001;0.158;0.00099;0.584;0.157;0.001;0.15543;0.001;0.584;0.156;0.001;0.156;0.00099;0.584;0.155;0.001;0.155;0.00101;0.584;0.154;0.001;0.15246;0.00101
0.585;0.001;0.158;0.00099;0.15958;0.585;0.001;0.157;0.001;0.15857;0.585;0.001;0.156;0.00099;0.15444;0.585;0.001;0.155;0.00099;0.15655;0.585;0.001;0.154;0.00101;0.154;0.585;0.158;0.001;0.15642;0.00101;0.585;0.157;0.001;0.15543;0.001;0.585;0.156;0.001;0.156;0.00099;0.585;0.155;0.001;0.15345;0.001;0.585;0.154;0.001;0.154;0.001
0.586;0.001;0.158;0.00099;0.15642;0.586;0.001;0.157;0.00099;0.157;0.586;0.001;0.156;0.00101;0.15444;0.586;0.001;0.155;0.001;0.15345;0.586;0.001;0.154;0.00099;0.15246;0.586;0.158;0.001;0.15642;0.00101;0.586;0.157;0.001;0.157;0.00099;0.586;0.156;0.001;0.15444;0.00101;0.586;0.155;0.001;0.155;0.00099;0.586;0.154;0.001;0.154;0.001
0.587;0.001;0.158;0.00101;0.15642;0.587;0.001;0.157;0.001;0.157;0.587;0.001;0.156;0.001;0.15444;0.587;0.001;0.155;0.00099;0.15345;0.587;0.001;0.154;0.00101;0.15246;0.587;0.158;0.001;0.15642;0.00099;0.587;0.157;0.001;0.15543;0.00099;0.587;0.156;0.001;0.15444;0.00099;0.587;0.155;0.001;0.15655;0.00101;0.587;0.154;0.001;0.15246;0.001
0.588;0.001;0.158;0.00101;0.15958;0.588;0.001;0.157;0.00099;0.157;0.588;0.001;0.156;0.001;0.15444;0.588;0.001;0.155;0.001;0.155;0.588;0.001;0.154;0.00099;0.154;0.588;0.158;0.001;0.15958;0.001;0.588;0.157;0.001;0.157;0.001;0.588;0.156;0.001;0.156;0.00101;0.588;0.155;0.001;0.155;0.001;0.588;0.154;0.001;0.154;0.00099
0.589;0.001;0.158;0.00099;0.15642;0.589;0.001;0.157;0.00101;0.157;0.589;0.001;0.156;0.001;0.15444;0.589;0.001;0.155;0.001;0.15655;0.589;0.001;0.154;0.00099;0.15554;0.589;0.158;0.001;0.158;0.00101;0.589;0.157;0.001;0.15857;0.00101;0.589;0.156;0.001;0.15444;0.00099;0.589;0.155;0.001;0.15655;0.00099;0.589;0.154;0.001;0.15246;0.00099
0.59;0.001;0.158;0.001;0.158;0.59;0.001;0.157;0.00099;0.157;0.59;0.001;0.156;0.00099;0.15756;0.59;0.001;0.155;0.00101;0.155;0.59;0.001;0.154;0.001;0.15246;0.59;0.158;0.001;0.15642;0.00099;0.59;0.157;0.001;0.15857;0.00101;0.59;0.156;0.001;0.156;0.001;0.59;0.155;0.001;0.15345;0.00101;0.59;0.154;0.001;0.15246;0.001
0.591;0.001;0.158;0.00099;0.15642;0.591;0.001;0.157;0.00099;0.157;0.591;0.001;0.156;0.00099;0.156;0.591;0.001;0.155;0.001;0.155;0.591;0.001;0.154;0.001;0.15246;0.591;0.158;0.001;0.15642;0.001;0.591;0.157;0.001;0.15543;0.00101;0.591;0.156;0.001;0.156;0.00099;0.591;0.155;0.001;0.15655;0.00101;0.591;0.154;0.001;0.15246;0.00099
0.592;0.001;0.158;0.00099;0.15958;0.592;0.001;0.157;0.001;0.15857;0.592;0.001;0.156;0.00101;0.15444;0.592;0.001;0.155;0.00101;0.15345;0.592;0.001;0.154;0.00101;0.15246;0.592;0.158;0.001;0.15642;0.001;0.592;0.157;0.001;0.15857;0.00101;0.592;0.156;0.001;0.15756;0.00101;0.592;0.155;0.001;0.15345;0.00101;0.592;0.154;0.001;0.154;0.00099
0.593;0.001;0.158;0.00101;0.158;0.593;0.001;0.157;0.00101;0.15857;0.593;0.001;0.156;0.001;0.156;0.593;0.001;0.155;0.00101;0.15655;0.593;0.001;0.154;0.00101;0.15246;0.593;0.158;0.001;0.15958;0.00101;0.593;0.157;0.001;0.157;0.00099;0.593;0.156;0.001;0.15756;0.001;0.593;0.155;0.001;0.15345;0.001;0.593;0.154;0.001;0.15554;0.001
0.594;0.001;0.158;0.001;0.158;0.594;0.001;0.157;0.001;0.157;0.594;0.001;0.156;0.001;0.15756;0.594;0.001;0.155;0.00099;0.15345;0.594;0.001;0.154;0.001;0.15554;0.594;0.158;0.001;0.158;0.00099;0.594;0.157;0.001;0.15543;0.00101;0.594;0.156;0.001;0.15756;0.00099;0.594;0.155;0.001;0.15655;0.00099;0.594;0.154;0.001;0.15554;0.001
0.595;0;0.157;0;0.157;0.595;0.001;0.157;0.00099;0.157;0.595;0.001;0.156;0.00101;0.15756;0.595;0.001;0.155;0.00101;0.15655;0.595;0.001;0.154;0.00099;0.15246;0.595;0.157;0;0.157;0;0.595;0.157;0.001;0.157;0.001;0.595;0.156;0.001;0.15756;0.00101;0.595;0.155;0.001;0.155;0.00099;0.595;0.154;0.001;0.154;0.00101
0.596;0;0.157;0;0.15543;0.596;0.001;0.157;0.00101;0.157;0.596;0.001;0.156;0.00101;0.156;0.596;0.001;0.155;0.00101;0.15345;0.596;0.001;0.154;0.00099;0.15246;0.596;0.157;0;0.15857;0;0.596;0.157;0.001;0.15857;0.00099;0.596;0.156;0.001;0.156;0.001;0.596;0.155;0.001;0.15345;0.001;0.596;0.154;0.001;0.15246;0.00101
0.597;0;0.157;0;0.157;0.597;0.001;0.157;0.00101;0.15543;0.597;0.001;0.156;0.001;0.15756;0.597;0.001;0.155;0.00099;0.15655;0.597;0.001;0.154;0.00099;0.15246;0.597;0.157;0;0.15857;0;0.597;0.157;0.001;0.15857;0.00099;0.597;0.156;0.001;0.15756;0.00099;0.597;0.155;0.001;0.155;0.00101;0.597;0.154;0.001;0.15246;0.00099
0.598;0;0.157;0;0.157;0.598;0.001;0.157;0.001;0.157;0.598;0.001;0.156;0.00101;0.15756;0.598;0.001;0.155;0.00101;0.155;0.598;0.001;0.154;0.00099;0.15246;0.598;0.157;0;0.157;0;0.598;0.157;0.001;0.15543;0.00099;0.598;0.156;0.001;0.156;0.00101;0.598;0.155;0.001;0.15655;0.00101;0.598;0.154;0.001;0.15554;0.001
0.599;0;0.157;0;0.15857;0.599;0.001;0.157;0.001;0.157;0.599;0.001;0.156;0.001;0.15444;0.599;0.001;0.155;0.001;0.155;0.599;0.001;0.154;0.00101;0.154;0.599;0.157;0;0.15857;0;0.599;0.157;0.001;0.15543;0.00099;0.599;0.156;0.001;0.15444;0.001;0.599;0.155;0.001;0.15655;0.00101;0.599;0.154;0.001;0.154;0.00099
0.6;0;0.157;0;0.15543;0.6;0.001;0.157;0.00101;0.15857;0.6;0.001;0.156;0.001;0.15444;0.6;0.001;0.155;0.00101;0.15655;0.6;0.001;0.154;0.001;0.154;0.6;0.157;0;0.157;0;0.6;0.157;0.001;0.15543;0.00099;0.6;0.156;0.001;0.156;0.00099;0.6;0.155;0.001;0.155;0.00099;0.6;0.154;0.001;0.15246;0.00099
0.601;0;0.157;0;0.157;0.601;0.001;0.157;0.001;0.15857;0.601;0.001;0.156;0.00101;0.15444;0.601;0.001;0.155;0.001;0.15655;0.601;0.001;0.154;0.00099;0.15246;0.601;0.157;0;0.15543;0;0.601;0.157;0.001;0.157;0.001;0.601;0.156;0.001;0.156;0.00099;0.601;0.155;0.001;0.15655;0.00099;0.601;0.154;0.001;0.15246;0.001
0.602;0;0.157;0;0.157;0.602;0.001;0.157;0.00101;0.157;0.602;0.001;0.156;0.001;0.156;0.602;0.001;0.155;0.001;0.15345;0.602;0.001;0.154;0.001;0.15554;0.602;0.157;0;0.15543;0;0.602;0.157;0.001;0.15543;0.001;0.602;0.156;0.001;0.15444;0.00101;0.602;0.155;0.001;0.15345;0.00101;0.602;0.154;0.001;0.15554;0.001
0.603;0;0.157;0;0.15857;0.603;0.001;0.157;0.001;0.15857;0.603;0.001;0.156;0.001;0.15756;0.603;0.001;0.155;0.00101;0.155;0.603;0.001;0.154;0.001;0.15246;0.603;0.157;0;0.157;0;0.603;0.157;0.001;0.15543;0.00099;0.603;0.156;0.001;0.15756;0.001;0.603;0.155;0.001;0.155;0.001;0.603;0.154;0.001;0.15554;0.001
0.604;0;0.157;0;0.15857;0.604;0.001;0.157;0.001;0.15543;0.604;0.001;0.156;0.00099;0.15756;0.604;0.001;0.155;0.001;0.155;0.604;0.001;0.154;0.001;0.154;0.604;0.157;0;0.157;0;0.604;0.157;0.001;0.15857;0.001;0.604;0.156;0.001;0.15444;0.00099;0.604;0.155;0.001;0.155;0.00101;0.604;0.154;0.001;0.154;0.00099
0.605;0;0.157;0;0.157;0.605;0.001;0.157;0.001;0.15857;0.605;0.001;0.156;0.00099;0.15756;0.605;0.001;0.155;0.001;0.15345;0.605;0.001;0.154;0.001;0.154;0.605;0.157;0;0.15543;0;0.605;0.157;0.001;0.157;0.00099;0.605;0.156;0.001;0.15444;0.00099;0.605;0.155;0.001;0.15345;0.00101;0.605;0.154;0.001;0.154;0.001
0.606;0;0.157;0;0.157;0.606;0.001;0.157;0.001;0.157;0.606;0.001;0.156;0.00099;0.15444;0.606;0.001;0.155;0.00101;0.15655;0.606;0.001;0.154;0.001;0.15246;0.606;0.157;0;0.15857;0;0.606;0.157;0.001;0.15543;0.00101;0.606;0.156;0.001;0.15444;0.00099;0.606;0.155;0.001;0.155;0.00099;0.606;0.154;0.001;0.15246;0.00099
0.607;0;0.157;0;0.157;0.607;0.001;0.157;0.00101;0.157;0.607;0.001;0.156;0.001;0.15756;0.607;0.001;0.155;0.00101;0.15655;0.607;0.001;0.154;0.00099;0.15246;0.607;0.157;0;0.15857;0;0.607;0.157;0.001;0.15543;0.00099;0.607;0.156;0.001;0.15444;0.00099;0.607;0.155;0.001;0.15655;0.00101;0.607;0.154;0.001;0.154;0.00099
